Inventarisnr.,,,Inv.srt,,Omschrijving,,Terminal-ID,,Straat,Thv,CBS,Wijk,Sector A,Sector B,Sector C,,Sector D,X-Coord.,Y-Coord.,Voeding,ICS,Online,Type,ESN no,Cr Callno,Sleutel,GSM,Deelgem.,Deelgem niveau,Man nr,Status,Mutdatum,Door user,Inv.status
FT512,,,FT,,Fietstrommel,,,,PUPILLENSTR,28,,,,,,,,51.9121894836426,4.45001983642578,,,,,,,,0653149708,Delfshaven,,,A,14-07-2010,STREPE,
FT513,,,FT,,Fietstrommel,,,,BERGSELN,57,,,,,,,,51.9382286071777,4.47414016723633,,,,,,,,0633579773,Noord,,,A,14-07-2010,STREPE,
FT514,,,FT,,Fietstrommel,,,,BERGSELN,238/244,,,,,,,,51.9353294372559,4.47092008590698,,,,,,,,0633579772,Noord,,,A,14-07-2010,STREPE,
FT515,,,FT,,Fietstrommel,,,,BERGSELN,238/244,,,,,,,,51.9353294372559,4.47092008590698,,,,,,,,0633579770,Noord,,,A,14-07-2010,STREPE,
FT516,,,FT,,Fietstrommel,,,,BESEMERSTR,10,,,,,,,,51.9332389831543,4.45952987670898,,,,,,,,0633579769,Noord,,,A,14-07-2010,STREPE,
FT517,,,FT,,Fietstrommel,,,,A KUYPERLN,73/75,,,,,,,,51.9343490600586,4.46297979354858,,,,,,,,0633579768,Noord,,,A,14-07-2010,STREPE,
FT518,,,FT,,Fietstrommel,,,,BERKELSELN,74,,,,,,,,51.9374694824219,4.470290184021,,,,,,,,0633579744,Noord,,,A,14-07-2010,STREPE,
FT519,,,FT,,Fietstrommel,,,,DELFGAAUWSTR,48,,,,,,,,51.9388618469238,4.47166013717651,,,,,,,,0633579743,Noord,,,A,14-07-2010,STREPE,
FT52,,,FT,,Fietstrommel,,,,K VD BERGELN,34,,,,,,,,51.9571495056152,4.49129009246826,,,,,,,,,Hillegersberg,,,A,07-06-2009,Conversie,
FT520,,,FT,,Fietstrommel,,,,G V PRINSTERERSTR,23,,,,,,,,51.9347381591797,4.46155023574829,,,,,,,,0633579742,Noord,,,A,14-07-2010,STREPE,
FT521,,,FT,,Fietstrommel,,,,KL COOLSTR,36,,,,,,,,51.9267082214356,4.46585988998413,,,,,,,,0633579741,Noord,,,A,14-07-2010,STREPE,
FT522,,,FT,,Fietstrommel,,,,NOBELSTR,88,,,,,,,,51.9324607849121,4.45884990692139,,,,,,,,0633579740,Noord,,,A,14-07-2010,STREPE,
FT523,,,FT,,Fietstrommel,,,,NOBELSTR,101,,,,,,,,51.9315185546875,4.45963001251221,,,,,,,,0633579739,Noord,,,A,14-07-2010,STREPE,
FT524,,,FT,,Fietstrommel,,,,NOLENSSTR,67,,,,,,,,51.9300994873047,4.4628701210022,,,,,,,,0633579738,Noord,,,A,14-07-2010,STREPE,
FT525,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,21,,,,,,,,51.9348907470703,4.45879983901978,,,,,,,,0633579737,Noord,,,A,15-07-2010,STREPE,
FT526,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,47,,,,,,,,51.9343185424805,4.45929002761841,,,,,,,,0633579736,Noord,,,A,14-07-2010,STREPE,
FT527,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,87,,,,,,,,51.9334411621094,4.46005010604858,,,,,,,,0633579735,Noord,,,A,14-07-2010,STREPE,
FT528,,,FT,,Fietstrommel,,,,NOORDSNGL,33,,,,,,,,51.9298210144043,4.48089981079102,,,,,,,,0633579734,Noord,,,A,01-02-2013,STREPE,
FT529,,,FT,,Fietstrommel,,,,UNGERPLN,12,,,,,,,,51.9291610717773,4.47147989273071,,,,,,,,0633579733,Noord,,,A,14-07-2010,STREPE,
FT53,,,FT,,Fietstrommel,,,,PRINSENHOF,27,,,,,,,,51.9230690002441,4.4871301651001,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT530,,,FT,,Fietstrommel,,,,NOORDSNGL,134,,,,,,,,51.9311981201172,4.47635984420776,,,,,,,,0633579732,Noord,,,A,14-07-2010,STREPE,
FT531,,,FT,,Fietstrommel,,,,DE S LOHMANLN,79,,,,,,,,51.9363403320313,4.46690988540649,,,,,,,,0633579731,Noord,,,A,14-07-2010,STREPE,
FT532,,,FT,,Fietstrommel,,,,SCHEPENSTR,56,,,,,,,,51.9299201965332,4.46623992919922,,,,,,,,0633579730,Noord,,,A,14-07-2010,STREPE,
FT533,,,FT,,Fietstrommel,,,,SCHEPENSTR,78,,,,,,,,51.928638458252,4.46493005752564,,,,,,,,0633579729,Noord,,,A,14-07-2010,STREPE,
FT534,,,FT,,Fietstrommel,,,,SCHEPENSTR,93,,,,,,,,51.9280395507812,4.46412992477417,,,,,,,,0633579728,Noord,,,A,14-07-2010,STREPE,
FT535,,,FT,,Fietstrommel,,,,SCHEPENSTR,94,,,,,,,,51.9275894165039,4.46354007720947,,,,,,,,0633579727,Noord,,,A,14-07-2010,STREPE,
FT536,,,FT,,Fietstrommel,,,,A KUYPERLN,56,,,,,,,,51.9348793029785,4.46456003189087,,,,,,,,0633579726,Noord,,,A,14-07-2010,STREPE,
FT537,,,FT,,Fietstrommel,,,,STATIONSSNGL,63,,,,,,,,51.9253883361816,4.46527004241943,,,,,,,,0633579725,Noord,,,A,14-07-2010,STREPE,
FT538,,,FT,,Fietstrommel,,,,STATIONSSNGL,63,,,,,,,,51.9253883361816,4.46527004241943,,,,,,,,0633579724,Noord,,,A,14-07-2010,STREPE,
FT539,,,FT,,Fietstrommel,,,,BESEMERSTR,10,,,,,,,,51.9332389831543,4.45952987670898,,,,,,,,0633579723,Noord,,,A,14-07-2010,STREPE,
FT54,,,FT,,Fietstrommel,,,,PRINSENHOF,13,,,,,,,,51.9234809875488,4.48733997344971,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT540,,,FT,,Fietstrommel,,,,HEEMRAADSSNGL,205,,,,,,,,51.915958404541,4.4543399810791,,,,,,,,0653155423,Delfshaven,,,A,14-07-2010,STREPE,
FT541,,,FT,,Fietstrommel,,,,SPOORSNGL,69,,,,,,,,51.9260902404785,4.46823978424072,,,,,,,,0653155450,Noord,,,A,14-07-2010,STREPE,
FT542,,,FT,,Fietstrommel,,,,VIRULYPLN,11,,,,,,,,51.9197311401367,4.4507098197937,,,,,,,,0653155545,West,,,A,14-07-2010,STREPE,
FT543,,,FT,,Fietstrommel,,,,MATHENESSERLN,346,,,,,,,,51.9117202758789,4.44678020477295,,,,,,,,0653155680,West,,,A,14-07-2010,STREPE,
FT544,,,FT,,Fietstrommel,,,,SCHIETBAANLN,112,,,,,,,,51.9156799316406,4.45609998703003,,,,,,,,0653155769,Centrum,,,A,15-07-2010,STREPE,
FT545,,,FT,,Fietstrommel,,,,SCHIETBAANLN,,,,,,,,,51.9156799316406,4.45585012435913,,,,,,,,0653155823,Centrum,,,A,15-07-2010,STREPE,
FT546,,,FT,,Fietstrommel,,,,HEEMRAADSSNGL,239,,,,,,,,51.9149017333984,4.45439004898071,,,,,,,,0653155860,Delfshaven,,,A,15-07-2010,STREPE,
FT547,,,FT,,Fietstrommel,,,,PERSYNSTR,10,,,,,,,,51.9206581115723,4.45653009414673,,,,,,,,0653156067,Delfshaven,,,A,15-07-2010,STREPE,
FT548,,,FT,,Fietstrommel,,,,MATHENESSERDK,295,,,,,,,,51.9151916503906,4.44393014907837,,,,,,,,,Delfshaven,,,A,15-07-2010,STREPE,
FT549,,,FT,,Fietstrommel,,,,MATHENESSERDK,295,,,,,,,,,,,,,,,,,,Delfshaven,,,A,15-07-2010,STREPE,
FT55,,,FT,,Fietstrommel,,,,TOMMANDERSHOF,107e,,,,,,,,51.919490814209,4.47332000732422,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT550,,,FT,,Fietstrommel,,,,MATHENESSERDK,305,,,,,,,,,,,,,,,,,,Delfshaven,,,A,15-07-2010,STREPE,
FT551,,,FT,,Fietstrommel,,,,MATHENESSERDK,309,,,,,,,,,,,,,,,,,,Delfshaven,,,A,15-07-2010,STREPE,
FT552,,,FT,,Fietstrommel,,,,STADHOUDERSWG,112,,,,,,,,51.930549621582,4.45966005325317,,,,,,,,0633540967,Noord,,,A,15-07-2010,STREPE,
FT553,,,FT,,Fietstrommel,,,,MATHENESSERLN,209,,,,,,,,,,,,,,,,,0633540968,Centrum,,,A,15-07-2010,STREPE,
FT554,,,FT,,Fietstrommel,,,,2E JERICHOSTR,11,,,,,,,,51.9308090209961,4.50755977630615,,,,,,,,0633540969,Noord,,,A,03-08-2011,OOMEBE,
FT555,,,FT,,Fietstrommel,,,,NOORDSNGL,26-28,,,,,,,,,,,,,,,,,0633540970,Noord,,,A,15-07-2010,STREPE,
FT556,,,FT,,Fietstrommel,,,,BEUKELSWG,86,,,,,,,,51.9200592041016,4.44406986236572,,,,,,,,0633540971,Delfshaven,,,A,15-07-2010,STREPE,
FT557,,,FT,,Fietstrommel,,,,DELFGAAUWSTR,51,,,,,,,,51.938850402832,4.47163009643555,,,,,,,,0633540972,Noord,,,A,15-07-2010,STREPE,
FT558,,,FT,,Fietstrommel,,,,SCHERMLN,2,,,,,,,,51.9170112609863,4.46257019042969,,,,,,,,0633540973,Delfshaven,,,A,15-07-2010,STREPE,
FT559,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,15,,,,,,,,51.9228782653809,4.4606499671936,,,,,,,,0633540974,Delfshaven,,,A,15-07-2010,STREPE,
FT56,,,FT,,Fietstrommel,,,,GAFFELSTR,108,,,,,,,,51.9192390441895,4.46824979782105,,,,,,,,,Centrum,,,A,06-07-2010,STREPE,
FT560,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,139,,,,,,,,51.9209098815918,4.444739818573,,,,,,,,0633540975,Delfshaven,,,A,15-07-2010,STREPE,
FT561,,,FT,,Fietstrommel,,,,C DE VRIESELN,49,,,,,,,,51.9162292480469,4.45921993255615,,,,,,,,0633540976,Delfshaven,,,A,15-07-2010,STREPE,
FT562,,,FT,,Fietstrommel,,,,GR FLORISSTR,98,,,,,,,,51.919189453125,4.45702981948853,,,,,,,,0633540977,Delfshaven,,,A,15-07-2010,STREPE,
FT563,,,FT,,Fietstrommel,,,,C DE VRIESELN,43,,,,,,,,51.916389465332,4.45920991897583,,,,,,,,0633540978,Delfshaven,,,A,15-07-2010,STREPE,
FT564,,,FT,,Fietstrommel,,,,S GRAVENDYKWAL,161,,,,,,,,51.9123306274414,4.46337985992432,,,,,,,,0633540979,Delfshaven,,,A,15-07-2010,STREPE,
FT565,,,FT,,Fietstrommel,,,,SCHIETBAANLN,2,,,,,,,,51.9155998229981,4.46261978149414,,,,,,,,0633540980,Delfshaven,,,A,15-07-2010,STREPE,
FT566,,,FT,,Fietstrommel,,,,BURG MEINESZLN,71,,,,,,,,51.9186515808106,4.45142984390259,,,,,,,,0633540981,Delfshaven,,,A,15-07-2010,STREPE,
FT567,,,FT,,Fietstrommel,,,,BEUKELSWG,19,,,,,,,,51.9198684692383,4.44652986526489,,,,,,,,0633540982,Delfshaven,,,A,15-07-2010,STREPE,
FT568,,,FT,,Fietstrommel,,,,BEUKELSDK,165,,,,,,,,51.9203681945801,4.45101022720337,,,,,,,,0633540983,Delfshaven,,,A,15-07-2010,STREPE,
FT569,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,285,,,,,,,,51.909481048584,4.45652008056641,,,,,,,,0633540984,Delfshaven,,,A,15-07-2010,STREPE,
FT57,,,FT,,Fietstrommel,,,,SCHIELN,62/64,,,,,,,,51.9441413879395,4.42282009124756,,,,,,,,,Overschie,,,A,06-07-2010,STREPE,
FT570,,,FT,,Fietstrommel,,,,SCHIETBAANLN,6,,,,,,,,,,,,,,,,,0633540985,Delfshaven,,,A,15-07-2010,STREPE,
FT571,,,FT,,Fietstrommel,,,,MATHENESSERLN,454,,,,,,,,51.9145584106445,4.44446992874146,,,,,,,,0633540986,Delfshaven,,,A,15-07-2010,STREPE,
FT572,,,FT,,Fietstrommel,,,,HONDIUSSTR,17,,,,,,,,51.9123802185059,4.45971012115479,,,,,,,,0633540987,Delfshaven,,,A,15-07-2010,STREPE,
FT573,,,FT,,Fietstrommel,,,,S MULLERSTR,21,,,,,,,,51.9133605957031,4.44727993011475,,,,,,,,0633540988,Delfshaven,,,A,15-07-2010,STREPE,
FT574,,,FT,,Fietstrommel,,,,SCHERMLN,2,,,,,,,,51.9170112609863,4.46257019042969,,,,,,,,0633540989,Delfshaven,,,A,15-07-2010,STREPE,
FT575,,,FT,,Fietstrommel,,,,V OOSTERZEESTR,4,,,,,,,,51.9191703796387,4.44921016693115,,,,,,,,0633540990,Delfshaven,,,A,15-07-2010,STREPE,
FT576,,,FT,,Fietstrommel,,,,HEEMRAADSPLN,4,,,,,,,,51.9131393432617,4.45341014862061,,,,,,,,0633540991,Delfshaven,,,A,15-07-2010,STREPE,
FT577,,,FT,,Fietstrommel,,,,MATHENESSERLN,230,,,,,,,,51.9146995544434,4.44436979293823,,,,,,,,0633540992,Delfshaven,,,A,15-07-2010,STREPE,
FT578,,,FT,,Fietstrommel,,,,HEEMRAADSSNGL,326,,,,,,,,51.9103088378906,4.45745992660522,,,,,,,,0633540993,Delfshaven,,,A,15-07-2010,STREPE,
FT579,,,FT,,Fietstrommel,,,,BEUKELSWG,81,,,,,,,,51.9216613769531,4.4586501121521,,,,,,,,0633540994,Delfshaven,,,A,13-01-2012,OOMEBE,
FT58,,,FT,,Fietstrommel,,,,F BEKKERSTR,52,,,,,,,,51.8912391662598,4.46854019165039,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT580,,,FT,,Fietstrommel,,,,BEUKELSDK,174,,,,,,,,51.9199981689453,4.44933986663818,,,,,,,,0633540995,Delfshaven,,,A,15-07-2010,STREPE,
FT581,,,FT,,Fietstrommel,,,,HAVENSTR,148,,,,,,,,51.9059600830078,4.45227003097534,,,,,,,,0633540996,Delfshaven,,,A,15-07-2010,STREPE,
FT582,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,98,,,,,,,,51.9216613769531,4.44776010513306,,,,,,,,0633540997,Delfshaven,,,A,15-07-2010,STREPE,
FT583,,,FT,,Fietstrommel,,,,SCHEPENSTR,25,,,,,,,,51.9307708740234,4.46653985977173,,,,,,,,0633540998,Noord,,,A,15-07-2010,STREPE,
FT584,,,FT,,Fietstrommel,,,,GORDELWG,84/86,,,,,,,,51.9396591186523,4.47342014312744,,,,,,,,0633540999,Noord,,,A,15-07-2010,STREPE,
FT585,,,FT,,Fietstrommel,,,,BERGPOLDERSTR,58/62,,,,,,,,51.9334602355957,4.46672010421753,,,,,,,,0633595600,Noord,,,A,15-07-2010,STREPE,
FT586,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,136,,,,,,,,51.9330291748047,4.46205997467041,,,,,,,,0633595601,Noord,,,A,15-07-2010,STREPE,
FT587,,,FT,,Fietstrommel,,,,HERLAERSTR,30,,,,,,,,51.9302101135254,4.47541999816895,,,,,,,,0633595602,Noord,,,A,15-07-2010,STREPE,
FT588,,,FT,,Fietstrommel,,,,J CATSSTR,17,,,,,,,,51.934268951416,4.48321008682251,,,,,,,,0633595603,Noord,,,A,15-07-2010,STREPE,
FT589,,,FT,,Fietstrommel,,,,BERGSELN,97,,,,,,,,51.9376792907715,4.4734001159668,,,,,,,,0633595604,Noord,,,A,15-07-2010,STREPE,
FT59,,,FT,,Fietstrommel,,,,ZWARTEWAALSTR,191,,,,,,,,51.8931694030762,4.48748016357422,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT590,,,FT,,Fietstrommel,,,,BANIERSTR,73,,,,,,,,51.9309501647949,4.47216987609863,,,,,,,,0633595605,Noord,,,A,15-07-2010,STREPE,
FT591,,,FT,,Fietstrommel,,,,VROESENLN,52,,,,,,,,51.9303016662598,4.45657014846802,,,,,,,,0633595606,Noord,,,A,15-07-2010,STREPE,
FT592,,,FT,,Fietstrommel,,,,DELFGAAUWSTR,50,,,,,,,,51.938850402832,4.47157001495361,,,,,,,,0633595607,Noord,,,A,15-07-2010,STREPE,
FT593,,,FT,,Fietstrommel,,,,BERGWG,258/260,,,,,,,,51.933780670166,4.47363996505737,,,,,,,,0633595608,Noord,,,A,15-07-2010,STREPE,
FT594,,,FT,,Fietstrommel,,,,MATHENESSERLN,244,,,,,,,,51.9145011901856,4.46163988113403,,,,,,,,0633595609,Delfshaven,,,A,15-07-2010,STREPE,
FT595,,,FT,,Fietstrommel,,,,W BUYTEWECHSTR,169,,,,,,,,51.9070281982422,4.45471000671387,,,,,,,,0633595610,Delfshaven,,,A,15-07-2010,STREPE,
FT596,,,FT,,Fietstrommel,,,,SCHOONDERLOOSTR,163,,,,,,,,,,,,,,,,,0633595611,Delfshaven,,,A,15-07-2010,STREPE,
FT597,,,FT,,Fietstrommel,,,,PARALLELSTR,40,,,,,,,,51.9440689086914,4.42412996292114,,,,,,,,0633595612,Overschie,,,A,15-07-2010,STREPE,
FT598,,,FT,,Fietstrommel,,,,BATAVIERENSTR,39,,,,,,,,,,,,,,,,,0633595613,Centrum,,,A,15-07-2010,STREPE,
FT599,,,FT,,Fietstrommel,,,,ZEEMANSSTR,11,,,,,,,,,,,,,,,,,0633595614,Centrum,,,A,15-07-2010,STREPE,
FT6,,,FT,,Fietstrommel,,,,NOBELSTR,88,,,,,,,,51.9324607849121,4.45884990692139,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT60,,,FT,,Fietstrommel,,,,Bibliotheek,198,,,,,,,,52.0025596618652,4.3755202293396,,,,,,,,,Hoogvliet,,,A,06-07-2010,STREPE,
FT600,,,FT,,Fietstrommel,,,,MOERKERKESTR,90/92,,,,,,,,,,,,,,,,,0633595615,Charlois,,,A,15-07-2010,STREPE,
FT601,,,FT,,Fietstrommel,,,,PARALLELSTR,4,,,,,,,,51.9430198669434,4.42452001571655,,,,,,,,0633595616,Overschie,,,A,15-07-2010,STREPE,
FT603,,,FT,,Fietstrommel,,,,BEUKELSDK,32,,,,,,,,51.9216499328613,4.45866012573242,,,,,,,,06-33184382,Delfshaven,,,A,15-07-2010,STREPE,
FT604,,,FT,,Fietstrommel,,,,BEUKELSDK,22,,,,,,,,51.9216804504395,4.45888996124268,,,,,,,,06-33184388,Delfshaven,,,A,15-07-2010,STREPE,
FT605,,,FT,,Fietstrommel,,,,BEUKELSDK,24,,,,,,,,51.9216804504395,4.45883989334106,,,,,,,,06-33184395,Delfshaven,,,A,15-07-2010,STREPE,
FT606,,,FT,,Fietstrommel,,,,BEUKELSDK,172,,,,,,,,51.9199714660645,4.44929981231689,,,,,,,,0633184400,Delfshaven,,,A,15-07-2010,STREPE,
FT607,,,FT,,Fietstrommel,,,,BALKENSTR,14,,,,,,,,,,,,,,,,,06-331844371,Delfshaven,,,A,15-07-2010,STREPE,
FT608,,,FT,,Fietstrommel,,,,BURG MEINESZLN,13,,,,,,,,,,,,,,,,,06-33184403,Delfshaven,,,A,15-07-2010,STREPE,
FT609,,,FT,,Fietstrommel,,,,BURG MEINESZLN,43,,,,,,,,,,,,,,,,,06-33184394,Delfshaven,,,A,15-07-2010,STREPE,
FT61,,,FT,,Fietstrommel,,,,DOEZASTR,2,,,,,,,,51.9289398193359,4.46415996551514,,,,,,,,,Noord,,,A,06-07-2010,STREPE,
FT610,,,FT,,Fietstrommel,,,,BURG MEINESZLN,51,,,,,,,,,,,,,,,,,06-33184398,Delfshaven,,,A,15-07-2010,STREPE,
FT611,,,FT,,Fietstrommel,,,,BURG MEINESZLN,72,,,,,,,,,,,,,,,,,0633184397,Delfshaven,,,A,15-07-2010,STREPE,
FT612,,,FT,,Fietstrommel,,,,A PIERSONSTR,22,,,,,,,,,,,,,,,,,06-33184405,Delfshaven,,,A,15-07-2010,STREPE,
FT613,,,FT,,Fietstrommel,,,,BEATRYSSTR,38,,,,,,,,,,,,,,,,,06-33184359,Delfshaven,,,A,15-07-2010,STREPE,
FT614,,,FT,,Fietstrommel,,,,A MILDERSSTR,73,,,,,,,,,,,,,,,,,06-33184383,Delfshaven,,,A,15-07-2010,STREPE,
FT615,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,149,,,,,,,,,,,,,,,,,06-33184380,Delfshaven,,,A,15-07-2010,STREPE,
FT616,,,FT,,Fietstrommel,,,,C DE VRIESELN,83,,,,,,,,,,,,,,,,,06-33184360,Delfshaven,,,A,15-07-2010,STREPE,
FT617,,,FT,,Fietstrommel,,,,VOLMARYNSTR,148,,,,,,,,,,,,,,,,,06-33184404,Delfshaven,,,A,15-07-2010,STREPE,
FT618,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,199,,,,,,,,,,,,,,,,,06-33184384,Delfshaven,,,A,15-07-2010,STREPE,
FT619,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,335,,,,,,,,,,,,,,,,,06-33184392,Delfshaven,,,A,15-07-2010,STREPE,
FT62,,,FT,,Fietstrommel,,,,SCHIEKD,624,,,,,,,,51.9286117553711,4.47360992431641,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT620,,,FT,,Fietstrommel,,,,WATERGEUSSTR,191,,,,,,,,,,,,,,,,,06-33184365,Delfshaven,,,A,15-07-2010,STREPE,
FT621,,,FT,,Fietstrommel,,,,CORVERSTR,62,,,,,,,,,,,,,,,,,06-33184378,Delfshaven,,,A,15-07-2010,STREPE,
FT622,,,FT,,Fietstrommel,,,,MAURITSSTR,128,,,,,,,,,,,,,,,,,06-33184401,Centrum,,,A,15-07-2010,STREPE,
FT623,,,FT,,Fietstrommel,,,,STATENSNGL,van Goenstraat,,,,,,,,,,,,,,,,,06-33184374,Noord,,,A,15-07-2010,STREPE,
FT624,,,FT,,Fietstrommel,,,,SCHIETBAANLN,34,,,,,,,,,,,,,,,,,06-33184386,Centrum,,,A,15-07-2010,STREPE,
FT625,,,FT,,Fietstrommel,,,,STATENWG,159,,,,,,,,,,,,,,,,,06-33184377,Noord,,,A,15-07-2010,STREPE,
FT626,,,FT,,Fietstrommel,,,,STADHOUDERSPLN,14,,,,,,,,,,,,,,,,,06-33184391,Noord,,,A,15-07-2010,STREPE,
FT627,,,FT,,Fietstrommels,,,,G SCHOLTENSTR,11,,,,,,,,,,,,,,,,,0633184366,Noord,,,A,15-07-2010,STREPE,
FT628,,,FT,,Fietstrommel,,,,T V POORTVLIETSTR,9,,,,,,,,,,,,,,,,,06-33184379,Noord,,,A,15-07-2010,STREPE,
FT629,,,FT,,Fietstrommel,,,,HOOIDRIFT,13-15,,,,,,,,,,,,,,,,,0633184375,Delfshaven,,,A,15-07-2010,STREPE,
FT63,,,FT,,Fietstrommel,,,,UNGERPLN,8,,,,,,,,51.9289398193359,4.47179985046387,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT630,,,FT,,Fietstrommel,,,,BERGWG,127,,,,,,,,,,,,,,,,,0633184402,Noord,,,A,15-07-2010,STREPE,
FT631,,,FT,,Fietstrommel,,,,BERGWG,301,,,,,,,,,,,,,,,,,0633184369,Noord,,,A,15-07-2010,STREPE,
FT632,,,FT,,Fietstrommel,,,,G SCHOLTENSTR,40,,,,,,,,,,,,,,,,,0633184370,Noord,,,A,15-07-2010,STREPE,
FT633,,,FT,,Fietstrommel,,,,1E PYNACKERSTR,134,,,,,,,,,,,,,,,,,0633184367,Noord,,,A,15-07-2010,STREPE,
FT634,,,FT,,Fietstrommel,,,,SCHIETBAANLN,86,,,,,,,,,,,,,,,,,,Delfshaven,,,A,11-01-2011,OOMEBE,
FT635,,,FT,,Fietstrommel,,,,SCHIEKD,109,,,,,,,,,,,,,,,,,0633184362,Noord,,,A,15-07-2010,STREPE,
FT636,,,FT,,Fietstrommel,,,,OOSTERVANTSTR,3,,,,,,,,,,,,,,,,,0633184390,Delfshaven,,,A,15-07-2010,STREPE,
FT637,,,FT,,Fietstrommel,,,,BEUKELSDK,80,,,,,,,,,,,,,,,,,0633184376,Delfshaven,,,A,15-07-2010,STREPE,
FT638,,,FT,,Fietstrommel,,,,V OOSTERZEESTR,26,,,,,,,,,,,,,,,,,0633184389,Delfshaven,,,A,15-07-2010,STREPE,
FT639,,,FT,,Fietstrommels,,,,PROVENIERSSNGL,22,,,,,,,,,,,,,,,,,0633184381,Noord,,,A,15-07-2010,STREPE,
FT64,,,FT,,Fietstrommel,,,,UNGERPLN,8,,,,,,,,51.9289398193359,4.47180986404419,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT640,,,FT,,Fietstrommel,,,,STADHOUDERSPLN,11,,,,,,,,,,,,,,,,,0633184363,Noord,,,A,15-07-2010,STREPE,
FT641,,,FT,,Fietstrommel,,,,DUYVESTEYNHOF,,,,,,,,,,,,,,,,,,0633184368,Overschie,,,A,29-02-2012,STREPE,
FT642,,,FT,,Fietstrommel,,,,VLIETLN,32A,,,,,,,,,,,,,,,,,0633184399,Kralingen/Crooswijk,,,A,15-07-2010,STREPE,
FT643,,,FT,,Fietstrommel,,,,VLIETLN,32A,,,,,,,,,,,,,,,,,0633184373,Kralingen/Crooswijk,,,A,15-07-2010,STREPE,
FT644,,,FT,,Fietstrommel,,,,TABORSTR,12,,,,,,,,,,,,,,,,,0633184372,Kralingen/Crooswijk,,,A,15-07-2010,STREPE,
FT645,,,FT,,Fietstrommel,,,,HOOIDRIFT,9,,,,,,,,,,,,,,,,,0633184393,Delfshaven,,,A,15-07-2010,STREPE,
FT646,,,FT,,Fietstrommel,,,,KRALINGSE PLASLN,97B,,,,,,,,,,,,,,,,,0633184387,Kralingen/Crooswijk,,,A,15-07-2010,STREPE,
FT647,,,FT,,Fietstrommel,,,,PALESTINASTR,59,,,,,,,,,,,,,,,,,0633184385,Kralingen/Crooswijk,,,A,15-07-2010,STREPE,
FT648,,,FT,,Fietstrommel,,,,C DE VRIESELN,96,,,,,,,,,,,,,,,,,0633184396,Delfshaven,,,A,15-07-2010,STREPE,
FT649,,,FT,,Fietstrommel,,,,GR FLORISSTR,28,,,,,,,,,,,,,,,,,0633184406,Delfshaven,,,A,15-07-2010,STREPE,
FT65,,,FT,,Fietstrommel,,,,CROOSWYKSESNGL,13b,,,,,,,,51.9297714233398,4.489990234375,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT650,,,FT,,Fietstrommel,,,,WERKHOEFSTR,7,,,,,,,,,,,,,,,,,0633184364,Delfshaven,,,A,15-07-2010,STREPE,
FT651,,,FT,,Fietstrommel,,,,C P TIELESTR,53,,,,,,,,,,,,,,,,,0633184361,Delfshaven,,,A,15-07-2010,STREPE,
FT652,,,FT,,Fietstrommel,,,,HONDIUSSTR,32,,,,,,,,,,,,,,,,,0633184358,Delfshaven,,,A,15-07-2010,STREPE,
FT654,,,FT,,Fietstrommel,,,,S MULLERSTR,1,,,,,,,,,,,,,,,,,0649627869,Delfshaven,,,A,16-09-2010,STREPE,
FT655,,,FT,,Fietstrommel,,,,BLOKMAKERSSTR,25,,,,,,,,,,,,,,,,,0649627107,Charlois,,,A,27-04-2011,OOMEBE,
FT656,,,FT,,Fietsentrommel,,,,ESSENBURGSNGL,63,,,,,,,,,,,,,,,,,0633406337,Delfshaven,,,A,27-04-2011,OOMEBE,
FT657,,,FT,,Fietstrommel,,,,GORDELWG,61,,,,,,,,,,,,,,,,,0649627108,Noord,,,A,16-09-2010,STREPE,
FT658,,,FT,,Fietstrommel,,,,BERGSNGL,172,,,,,,,,,,,,,,,,,0649627867,Noord,,,A,16-09-2010,STREPE,
FT659,,,FT,,Fietstrommel,,,,PARADYSLN,115,,,,,,,,,,,,,,,,,0649627864,Kralingen/Crooswijk,,,A,16-09-2010,STREPE,
FT66,,,FT,,Fietstrommel,,,,CROOSWYKSESNGL,16,,,,,,,,51.9297409057617,4.48965978622437,,,,,,,,,Kralingen/Crooswijk,,,A,10-08-2011,OOMEBE,
